Q38513065|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q37105964|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q37208706|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33511862|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q33520370|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q39855886|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33809896|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q37697916|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33741687|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q33741975|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q33745699|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q29547403|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q22000595|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q31031428|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q35868780|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q26751087|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q39847418|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q31111856|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q37367253|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q36325956|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q24796378|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q41152743|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q46726359|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q47549247|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q48096231|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q53748361|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q55317542|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q52686442|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q64927360|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q91750690|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q91964786|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q92621709|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q89998341|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q91518234|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q92640167|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q89514321|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q89924369|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q96813037|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q97527794|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q97524877|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q98195569|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q98243522|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q98301103|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q98777522|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112614595|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112726051|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q42736955|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q89930944|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q36424741|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q36998629|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q31140983|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q52354170|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q52806460|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q60943730|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q94450978|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q112613360|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q107301506|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q64096962|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q96343439|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q104680007|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q35807176|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q47266701|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q59358503|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q55717258|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q89458012|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q93002822|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q90039570|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q92844411|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q93029600|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q94466999|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q92041027|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q104788867|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q64974053|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q92528097|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q101320656|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q36779541|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q111323358|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q100750857|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q26774887|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q35136346|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q94567683|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q104793602|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q38657078|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q98386903|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q59125782|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q38605752|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q90136273|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q100518646|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q100958046|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q30493320|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q27301958|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q104485783|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q112585632|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q42005311|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q64067990|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q91967513|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q59358634|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q94168904|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q94188362|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q46275925|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q98617369|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q104801326|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q36510666|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q35203695|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q42341528|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q39491442|P4510|Q114076767|P1932|"MODA"|S248|Q114078827
Q58770164|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q89534167|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36511884|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q108863430|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q60910013|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q92551656|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q91487064|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q91487080|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q90424155|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q90646795|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q102055664|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q104138782|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q112583387|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q112582355|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q100418909|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q62100840|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q98208784|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q90457588|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q91155017|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q89558869|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q90151248|P4510|Q114076767|P1932|"MODA"|S248|Q114078827
Q64075546|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q91797979|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q97553555|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q38905812|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q47585420|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q95303831|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q31136520|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q28073118|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q27684545|P4510|Q114076767|P1932|"MODA"|S248|Q114078827
Q33781380|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q94669690|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q58582556|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q35184908|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q90618657|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q92383194|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q91238945|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q46361415|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q99571339|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q33683148|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q26852691|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q99556580|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q38471816|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q26784325|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q37200695|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q60909288|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q62718155|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36638287|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q60922798|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q64119954|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q64111993|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q91614864|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q64949560|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q89510554|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q94449296|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q90810029|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q91602079|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q94543232|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q95641552|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q96681941|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q96294407|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q96225683|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q97413109|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q97688234|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q97523637|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q98885745|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q98941293|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q99414309|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q100409841|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q100409776|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q101471554|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q103822806|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q104749140|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q98568881|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q99550925|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q62489218|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q61453798|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q90152374|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q37238091|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q37845942|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q90635015|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q52586953|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33931712|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q36107726|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q97522268|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q104793995|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q50054855|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q92489057|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q33245074|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q27318607|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33549666|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q34916745|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q35082198|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q28545828|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33699581|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q33897996|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q91596470|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q96964450|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q98781796|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112720207|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33986452|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q36449347|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q36409886|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q55000691|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q102335625|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q90679176|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q98179024|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q93144459|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q98777581|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q47256009|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q36823724|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q55130317|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q112580024|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q33414874|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q33387475|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q34331774|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q40953260|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q47742544|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q64109615|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q89699656|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q89539406|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q58393123|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q33842267|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q97679128|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q96308311|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q100500590|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q90238300|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q50131095|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q60917996|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q64086920|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q30494064|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q33863026|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q92843607|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q64069229|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q96138424|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q47094493|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q42847873|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q55092025|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q36284856|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q64115875|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q39585158|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q55436362|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q64103010|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q96609477|P4510|Q114076767|P1932|"MODA"|S248|Q114078827
Q102220197|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q97528043|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q98622035|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q30436867|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q35626744|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q36216867|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q28608163|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36291306|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q36293551|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q36293734|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q38657600|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q30277730|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q36548855|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q28066140|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q36587490|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q36628607|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q36713677|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q36713778|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q36934099|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q36964962|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q27348339|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q42059068|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q37044506|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q37062066|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q28831143|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q37089493|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q39604183|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q40991008|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q37223463|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q28596324|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q36154406|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q30819478|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q30820992|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q28595945|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q37497581|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q37529033|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q37554477|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q37581528|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q40373726|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q29248527|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q37609593|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q37615218|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q37708200|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q42129500|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q37727874|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q42292381|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q38825710|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33895131|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33902895|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q38663535|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q41387394|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q40092006|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q38429671|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q41484727|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q38868912|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q41050002|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q42172704|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q42367747|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q42378874|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q47108384|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q46269779|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q47154921|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q47151729|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q47405664|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q46250603|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q47117273|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q47556282|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q48276285|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q47657805|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q48240211|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q47553918|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q47548612|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q48130554|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q48042246|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q48120648|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q50321129|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q52349700|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q52608948|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q55437328|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q54971352|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q54938714|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q55449868|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q55437423|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q55332883|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q55501820|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q55526872|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q55717696|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q58769398|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q57050346|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q57041865|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q61444281|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q61444516|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q61800864|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q61799086|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q61796170|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q64252719|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q64121699|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q64106861|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q64059350|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q64110130|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q63683178|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q64095601|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q64082860|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q64082805|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q64115685|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q64115642|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q64080442|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q64955885|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q92691155|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q64889143|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q91968448|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q92134247|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q92153821|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q92377389|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q92602886|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q93106633|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q93133912|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q93133860|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q90149611|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q90390159|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q90617512|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q90640733|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q90929530|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q91062927|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q91496604|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q91825388|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q91891704|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q92228851|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q92491447|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q92564082|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q92669180|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q89532426|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q89583125|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q89866245|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q89900850|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q89983391|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q90317059|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q94521535|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q94592196|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q95831592|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q96126144|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q97549371|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q97643921|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q97905639|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q98205050|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q100385923|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q100635511|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q100750268|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q101226381|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q103826140|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q104064425|P4510|Q107381604|P1932|"meta"|S248|Q114078827
